cb_org_id,description
9e3eead1-c3a4-4e73-aacd-98cbebf3a997,"Clear Gene detects remaining solid tumors using genomics and machine learning. Residual Illness Cancer that persists after therapy is known as residual illness. A succession of technological breakthroughs in residual disease identification has assisted patients with liquid tumors.  To detect a remaining solid tumor, they employed genomics and machine learning.  Patients with solid tumors like breast cancer, on the other hand, have been left behind. Until now, that is. Cancer that persists after therapy is known as residual illness.  Life-changing innovations need an atmosphere that encourages unconventional thinking while still rewarding rigorous product development.  They work on both the high and low end of the innovation spectrum."
603aebe0-e49d-4dbd-8a46-34c6367f984f,"MultiplAI leverages genomics and AI to provide universal remote screening for cardiovascular diseases among other complex diseases. We use a liquid biopsy of whole blood based on RNA sequencing and deep learning looking at all biomarkers in the blood, thus creating a superb biomarker to detect diseases earlier. Our test can be used in continuous testing both for preventative screening and post-treatment monitoring. Given that it requires only a simple blood sample, it can be administered remotely, anywhere, and costs a fraction of existing diagnostic methods."
8cc1c34b-1927-471a-8f04-7bcd1a8d2a7d,"ArsenalBio is building a programmable cell therapy company to create highly effective and accessible immune cell therapies to impact outcomes for a much broader number of patients, initially those with cancer. Founded in 2019, ArsenalBio is focused on integrating technologies such as CRISPR-based genome engineering, scaled and high throughput target identification, synthetic biology, and machine learning to advance a new paradigm to discover and develop in immune cell therapies. With its programmable and computationally driven approach, ArsenalBio aspires to evolve critical metrics of success for immune cell therapies, including enhanced and broader efficacy, increased patient safety, reduced provider costs, and expanded market access."
59ac8f74-8ccd-42f2-a90e-749b4df8fad3,NuGenomics is a machine learning and artificial intelligence-based human genomics company.
440d7d4a-cc5c-1aca-c5cb-c0a80b18165d,"AI Therapeutics was founded in 2013 with a mission to advance the clinical development of new therapies to treat Lymphangioleiomyomatosis (LAM) and other diseases. Working with a dedicated team of scientific, clinical, and drug development experts, AI Therapeutics expects to use its disease-specific focus and technological approach to identify and advance drugs that will provide significant therapeutic benefits for LAM patients. AI Therapeutics develops drugs for rare diseases and cancer. LAM takes advantage of the inflection point in biological understanding and computer science, leveraging big data from NextGen sequencing, genome editing, chemical genomics, and combinational drug screening, to develop precision therapeutics and companion diagnostics. LAM has advanced two drugs into the clinic: LAM-001 for lymphangioleiomyomatosis, and LAM-002 for B-cell non-Hodgkin lymphoma."
cd18e870-b44a-4bd3-840a-b4e14f81cbde,"NonExomics integrates genomics, transcriptomic, and proteomics data by utilizing proprietary machine learning approaches to predict structures of nonexomic proteins and identifies disease-specific nonexomic targets, allowing clients to find cures for rare diseases."
d9112887-3385-461b-a1b3-029d4344830d,"At the junction of precision medicine and behavioral health, our vision is to reduce suicide, stigma, and suffering in silence. Our products and services include: - PTS-ID is a genomics test that provides objective information to help clinicians confidently and quickly assess patients with cortisol dysregulation associated with PTSD. Results of the test can be combined with behavioral risk survey data to give clinicians a whole-picture view of the patient’s state, enabling earlier, more targeted PTSD treatment. Polaris’ TruNorth Platform provides comprehensive utilization of integrated data sources that creates a complete picture of patient health and PTSD risk.  TruGen-1 is a 1003-gene panel that supports genomic research across a spectrum of neuropsychiatric conditions. Endeavor Lab is a nimble high-complexity CLIA lab that offers a wide variety of genomic sequencing, analysis, and lab testing services, including next-generation sequencing, CLIA / CAP clinical genetic testing, and assay processing, ushering a more in-depth understanding of neuropsychiatric conditions, and enabling the development of - and access to - precision diagnostics. PTSD diagnostics and pandemic era Covid-19 testing are in this company’s DNA, but Polaris is also well versed in immunology and virology, and fluent in leveraging the power of genomics and machine learning."
475da5de-4162-f229-218f-7ddb4d164e44,"Massive Bio, is an Artificial Intelligence (AI) powered platform that connects cancer patients and their treating oncologists to clinical trials while enabling pharmaceutical companies to get access to patients, mostly in community practices, and their information to speed up drug development. Massive Bio combines technology, services and oncology sub-specialist expertise to maximize trial enrollment. Massive Bio is the first company that attacks controlling patient enrollment value chain; Massive Bio does patient identification through direct direct and indirect patient acquisition channels, pre-screening through virtual site, Just-In-Time (JIT) site activation and further analyzes real world data for drug discovery. One of the major differentiating point of Massive Bio is that the Company tackles “last mile” issues for trial enrollment to eliminate site and/or financial considerations of patients. Massive Bio is the go to partner for pharmaceutical companies and CROs to get the right patient at the right time."
af0e4c0d-f3ea-43da-8875-34b2216bdaa9,"Biogenick Life is first of its kind of company in India which passionately translates Genomic, Clinical, Wearable IoT and Life style data through its AI algorithm to assess personalize health risk and recommend -- “One step towards better life”."
5ca0eab1-a419-495f-902a-21962d86f060,Patch Biosciences expertise in synthetic biology and machine learning with a platform to engineer gene therapies and medicine.
b04c0cea-54e1-4f7e-9d13-e2362ef135ec,"Dropprint Genomics provides cell technology and machine learning models that characterize the immune system. It offers big data to the immune system by generating personalized maps of a patient's immune systems to better understand, control, and improve immune health."
ee7a5115-6826-b621-de7c-7e90d48ca39e,"Genoox uses the power of the community to make genomic data actionable, with a mission of creating the largest real world evidence network of genomic and clinical data. Genoox’s cloud-based AI platform connects clinicians, genetic counselors, and healthcare organizations to create a network effect by sharing genetic insights, enabling platform users to make impactful discoveries using the most advanced genomic tools and applications. Genoox is used by over 1,700 health organizations, hospitals and medical facilities in 44 markets across the globe Amir Trabelsi and Moshe Einhorn founded Genoox in 2014, with its headquarters in Palo Alto in California."
d7628218-ba63-4f40-91fe-47c40771395d,Biotia is a health tech company spun out of Cornell Tech leveraging next-generation sequencing and artificial intelligence for rapid precision infectious disease discovery. Our software and laboratory technology enable clinicians and researchers to guide patient treatment and improve health outcomes.
ea23ea10-bac3-0b08-4afe-1ede92ec1eab,"Regeneration is a New Health Care System based on Integrative Medicine, combining the best of evidence based medicine and Machine Intelligence to optimize your health.   Focused on Women and Children's Health through the Circle of Time Approach. Offering a free end to end solution to connect, collect and curate personalized health recommendations based on your laboratory, blood, genomic, microbiome, and wearable health data.  Our mission is to make Healthcare affordable and accessible to every human on earth. By removing Silos and integrating everything into one ecosystem, where the information and patient can flow freely across the landscape.   We do this by catering to people's needs before they need them. Our focus is early detection, prevention, and reversal of chronic disease conditions.  We exist to keep you at peak health. Rather than wait for you to get sick."
edf49c26-2cb9-43d8-9258-9fd60dfdf142,"Aquagenuity® is the “Google Search” for water quality, helping you check your water as easily as you check the weather. Honored as ''the world's largest water database'' by Google and winner of the Amazon Innovation Award, Aquagenuity has been recognized by the New York Times, Forbes, IBM, SoftBank, BMW Mini’s Urban-X, TechCrunch, WIRED Magazine, and on the homepage of Google for helping consumers, corporations and cities find out: “What’s In Your Water?” in real-time from any smart device. In 2020, Aquagenuity launched the Water Genome Project™ as a part of Ocean Visions (a collaboration between the Georgia Aquarium, Stanford, Smithsonian, MIT, Georgia Tech and the United Nations UNESCO) to map all the world's water city-by-city, using data to bridge the gap in the last mile between the water treatment plant and every home’s tap.  Leveraging big data analytics and machine learning, Aquagenuity’s proprietary database features up-to-date water quality data for 82% of the U.S. population (that’s 262 million Amercians and counting). The technology includes a web app, a robust API, and the proprietary AquaScore™ (similar to a credit score), which allows hyperlocal water quality data to be displayed on any smart device. Aquagenuity also offers Water DNA tests (the '23 and Me' of water), so any consumer can get real-time water quality data all the way to their home’s tap. Aquagenuity’s Guardians of H2O program is entering schools in 2021, helping to fulfill United Nations Sustainable Development Goal Target #6b. The Guardians program will engage citizen scientists at the local level and provide unprecedented insights into water quality in local communities. Learn more at http://aquagenuity.com"
41ccbf33-de4b-4236-b6bd-5cefe6e8e4a9,"Janus Genomics is developing a platform that allows training of algorithms on a combination of different biomedical datasets. The technology enables companies to monetize their data and keep it private. Janus Genomics has received support and was accelerated by Entrepreneurs First, Max Plank Intitute and University of Regensburg."
7a17f2b0-16fc-445f-b425-6b41109153cd,"HelloGov® is an SBA Certified Woman-Owned Small Business (WOSB) and customer-centric deep-tech company born out of the MIT Social Genome Project. Our mission is to build the nation's leading federal Artificial Intelligence (AI)/Machine Learning (ML) company while democratizing government access to AI/ML. HelloGov® provides end-to-end Enterprise AI/ML services exclusively to the US Federal Government to automate and accelerate the entire AI lifecycle, from labeling to modeling, custom production pipelines to rapid ML application development, and AI/ML Consultancy using our team of highly skilled Data Scientists, Cyber Engineers, and Extreme Programmers.  Through secure rapid product development and our in-house Full-Stack AI-as-a-Service Platform™, we solve problems in days that many of Washington Technologies Top Ten have been unable to solve in years.  Our flagship product Carnegie Studio™ is the fastest DoD & HIPAA-compliant, self-service data annotation/labeling platform in the federal market to transform unstructured image, video, text and audio data into actionable federal training datasets for ML – 10x faster with 50% reduction in data total cost of ownership (TCO).  Our Metropolis Workforce™ platform is the nation's largest, on-demand federal labor platform with hundreds of cleared annotators. We've worked with federal agencies automating manufacturing, cyber, energy, space and logistics through AI/ML.  Our awards, reputation, and recognition are based upon successfully delivering strategic enterprise value through securely and rapidly solving complex federal data problems. HelloGov® provides workforce services and staffing, IR&D AI software lab, and concrete innovative AI/ML solutions that meet real-world problems within a viable timeframe."
ed68c717-7ec4-4864-1be8-71d8ab111af9,"OccamzRazor combines machine learning and first-in-class biological techniques to improve outcomes in drug discovery and development. Our analysis pipeline consists of two proprietary technologies, Panoramic AI and RazorBrain. Together, they are designed to extract data from unstructured text sources (publications, patient reported outcomes, etc.) and join them with structured data (genomics, proteomics, phenomics, etc.) to generate stronger drug discovery hypotheses and more valuable insights. Successful applications include data extraction and curation from biomedical text, novel target identification, and drug repurposing/repositioning."
16699f9a-d0ef-058c-1a25-212193256cd8,"Parrot Analytics is a data science company that measures & predicts audience demand for media content, across all platforms, in all countries around the world. The company works with studios, networks, broadcasters, brands, agencies and OTT platforms; providing data and deep content expertise to drive content investment, distribution, acquisition, licensing, partnership and advertising decisions.  Wielding the world's largest audience behavior datasets, Parrot Analytics has introduced a set of AI-powered solutions to future-proof the media industry. The company has already established its global Demand Measurement system as the TV industry's only global standard for assessing demand for content across platforms. In addition, the company has also introduced the media industry's leading Content Genome™ system to drive granular content decisions and the world's first context-aware discovery and recommendations engine – powered by its global demand data – to improve content monetization and enhance OTT consumer experience.  Parrot Analytics believes in the magic of content and the impact it has on people's lives. The company's mission is to connect content creators with consumers by enabling data-driven content decisions along the entire value chain. "
9dc188ad-ec0e-cee3-24d8-34b862e95391,"LifeNome is a B2B2C Precision Health AI company headquartered in New York City. LifeNome leverages biological, physiological, and behavioral data to provide science-based precision needs and risk assessments and targeted health and wellness interventions in the nutrition, health, and wellness (personal care) sectors. Team: LifeNome co-founders Raya Khanin (Weizman PhD, Royal Society Fellowship), Ali Mostashari (MIT PhD, 15 years in tech R&D), and Mario Storga (PhD, KTH, UofZ, Design Society) are each in the top 20 cited scholars in the world in their respective fields of computational genomics, complexity science, and semantic networks in the world. Team consists 30 individuals with 15 PhDs based in NYC and Europe. What we Do: We take DNA data (genotyped, exome, WGS) alongside with wearables/device data and lifestyle data to provide B2B personalized health and wellness analytics for the nutrition, fitness, preventative health (insurtech) and personal care (beauty tech) industries.  Technology: We use an advanced genomics AI engine (for insiders: hierarchical clustering, network-based causal inference models, embedded biovectors similar to NLP embedding applied to genotype-phenotype networks) validated with over 530,000 genotype-phenotype individual data sets from 14 different countries.  Traction: Our current partners are some of the world's most prominent brands (Zurich Insurance, Allergan, PEPSI, Unilever, Biologique Recherche, etc.) and we have secured multi-million licensing deals  for the next 5 years and hope to aggressively grow our clients in 2021 and 2022.  To get access to our deck, please email partnerships@lifenome.com"
40d520fa-1afc-46ff-b78c-b811327a8e20,"Delfi Diagnostics detect cancer early, when it is most curable, using high precision non-invasive blood tests. It uses artificial intelligence and genome sequencing to detect unique patterns of DNA fragmentation in the blood of patients."
3d0e57d8-c41a-4df7-b60f-462a04010561,"Citizen Health is a public benefit company rebuilding healthcare for the next generation. We're fueled by a passionate community from around the world who believe healthcare could and should be better. The opportunity Citizen Health seizes is the growing trend towards free market medicine, the rise of Direct Patient Care, and the frustration people face from confusing medical bills. Utilizing the latest advances in blockchain technologies, wearables, and machine learning, the company is solving core problems to reinvent the way healthcare services are offered and purchased.  Our core developments: 1. Humantiv, a health operating system designed to optimize health & wellness by incentivizing people to pursue healthy lifestyles through behavioral cryptoeconomics. 2. Medoplex, an open & transparent marketplace where healthcare buyers & sellers transact directly in a free market economy without insurance intermediaries. 3. Personalized Health Assurance, a decentralized health sharing network that includes memberships, subscriptions, and catastrophic insurance plan alternatives. Built by a team of startup founders, PhD researchers, doctors, and experienced hospital/insurance executives, Citizen Health is connecting vast networks of people who understand both sides of the healthcare equation and have the experience to bring fundamental innovation to the complex medical system. Come join us on this mission!   "
15710a6e-2e35-384d-c282-33f387222548,"DNA SEQ provides reports that match the patient's genomic profile to targeted therapies using unique crystallography based filtering methodology.   Unique technology alliance that has developed a machine learning algorithm based on structural genomics leveraging crystallography and our proprietary crystal structures library, to match genomics of cancer patients with available targeted oncology drugs.  Our predictive personalized medicine approach helps physicians make treatment decisions for cancer patients by identifying the molecular growth drivers of the cancer, and matching them to relevant targeted therapeutic options.  NGS of the entire exome verse just panels because each patient’s resistance is different.  Research reports that help physicians make treatment decisions for cancer patients by identifying the molecular growth drivers of the cancer, and matching them to relevant targeted therapeutic options."
121961d6-dc6e-d08c-966a-51deacdc51ac,"Synthego is a genome engineering company that enables the acceleration of life science research and development in the pursuit of improved human health. The company leverages machine learning, automation, and gene editing to build platforms for science at scale. With its foundations in engineering disciplines, the company’s full-stack platform vertically integrates proprietary hardware, software, bioinformatics, chemistries, and molecular biology to advance both basic research and therapeutic development programs. By providing both commercial and academic researchers and therapeutic developers with unprecedented access to cutting-edge genome engineering, Synthego is at the forefront of innovation, accelerating the development of truly engineered biology. The company was founded in 2012 and is based in Redwood City, California."
33ca7503-0a6f-44b3-baf4-0033e1572f7e,"Imagene AI provides AI-based molecular testing for cancer, leveraging the patient's histological data for personalized therapy. Our mission at Imagene is to assist cancer patients in receiving the optimal treatment medicine can offer by leveraging AI to detect, in real-time, a broad range of cancerous biomarkers and genomic insights from the biopsy image alone. By doing so, Imagene overcomes economical, logistical, and technological barriers to reach the full potential of precision medicine for cancer patients. Through collaborations with top-tier medical centers and pharmaceutical companies, Imagene is revolutionizing molecular screening for both clinical practice and research. Our success derives from our cutting-edge technology and talented multidisciplinary team of data scientists, biologists, software engineers, and medical experts."
7b994cc1-7f10-4667-943a-368dfec46804,"Answer Genomics is a new age healthcare company focusing on data based decision making. The starting point for all prognosis is The Genome. The genome combined with biochemical analysis, medical history and lifestyle information is used to create the most comprehensive picture of current and future health. Armed with an estimation of current and future risks for a range of health issues, our artificial intelligence system creates actionable nutritional and lifestyle interventions. We help prevent the health conditions a consumer is predisposed to, creating excellent health for those who choose it."
68425f7b-4d9c-4703-a1b3-a334ba5d76fc,"Enauto is a California-based venture capital fund that invests in data and A.I. driven businesses that improve the human experience. Investments are primarily in Series A stage businesses with applications focused on human behaviour, life-sciences, health, and wellness. Target investments are located within the U.S., E.U., and Middle East regions.  Enauto utilizes a global network of executives, venture capitalists, and seasoned entrepreneurs to provide founders with deep operational, strategic, and technological support and help facilitate global expansion into new geographies. Member of the BVCA (British Venture Capital Association) Member of the NVCA (US-based National Venture Capital Association)"
50bb99a6-782d-4624-a898-945b697a34a8,"Canonic develops medical grade cannabis trough a revolutionary genomic approach. The technology of Canonic includes exclusive access to Evogene's technology, knowledge, and IP. They have the expertise in plant genetics, high-quality data, Interconnected information hub, Artificial Intelligence tools, Plant validation systems, and validated and patented genes.  Canonic was founded Arnon Heyman in 2019."
6e42bd0b-ec48-4b32-a47c-8d4c05bc5e7c,Arkia Labs accelerates the progress and possibilities of the AI and genome editing industry.
7123daa1-8e5f-4336-992e-679637500a12,"Stanford HAI, vision for the future is led by our commitment to studying, guiding, and developing human-centered AI technologies and applications. They believe AI should be collaborative, augmentative, and enhancing human productivity and quality of life. Stanford HAI leverages the university’s strength across all disciplines, including business, economics, genomics, law, literature, medicine, neuroscience, philosophy, and more. These complement Stanford's tradition of leadership in AI, computer science, engineering, and robotics. Their goal is for Stanford HAI to become an interdisciplinary, global hub for AI thinkers, learners, researchers, developers, builders, and users from academia, government, and industry, as well as leaders and policymakers who want to understand and leverage AI’s impact and potential."
f8654429-ca3d-ae03-b5d5-3f136f029f3e,"Weka has built a parallel file system, designed to solve the performance challenges in AI deep learning and technical computing. Matrix, WekaIO’s flagship product, leapfrogs legacy storage infrastructures by delivering the highest performance, lowest latency storage at a fraction of the cost of traditional NAS. WekaIO's software provides a seamless hybrid cloud solution between on-premises data centers and the public cloud.  WekaIO has customers in several high-performance markets including autonomous vehicle AI training, genomics, financial modeling, EDA, software development, satellite imaging, and media and entertainment."
9bfd0a08-353b-b731-564f-2e86cc88f25b,"Adatos leverages over 3 decades of experience in Intelligence Analytic Tradecraft to build sophisticated remote sensing based models for carbon and agriculture markets. We have models to measure above ground biomass as well as below ground biomass for carbon projects. We also have extensive experience working in agriculture across many crops including oil palm, cassava, sugar, corn, rice, pineapple, eucalyptus etc. We have a range of models including crop identification, yield prediction, remote macronutrient measurement, pest and disease. We have also build ML-based rainfall models for long term weather forecasting. Lastly we have completed a project in genomic modelling using our AI tools.  Adatos is headquartered in Singapore, with a wholly-owned subsidiary in The Netherlands."
66098acf-e04d-4e06-80ae-b80c820247d4,"Insitro is an operator of a data-driven drug discovery and development company that utilizes machine learning and high-throughput biology to transform the way that drugs are discovered and delivered to patients. The company uses state-of-the-art technologies from bioengineering enabling it to generate high-throughput, functional genomic data sets and aligning them with patient data via novel machine learning methods, thereby building predictive models that can accelerate target selection and the design and development of effective therapeutics. In 2018, Daphne Koller established Insitro in South San Francisco, California.."
da717e6e-655e-4e86-8625-0bc99c5f7a40,"AIVF is an artificial intelligence support platform for IVF treatments. It enables customized treatments and data-driven decision making tools for clinicians in various junctures of IVF treatment. The company develops domain-specific AI and deep learning algorithms that analyze images and videos of developing embryos and their platform takes into consideration the patient's EMR, genomics, and visual data to support key decision junctures. AIVF was founded in 2018 by three experienced professionals and is based in Tel Aviv, Israel."
cf5eff57-af39-e677-3afb-d2555a47675a,"Qlucore (www.qlucore.com) is a leading provider of new generation intuitive bioinformatics software for research and precision and companion diagnostics. Qlucore’s mission is to make it easier to analyze the huge amounts of complex data that are generated by innovations in the fields of genetics and proteomics. This is done by providing powerful visualization-based bioinformatics data analysis tools for research and precision diagnostics. The tools are so easy to use that researchers, technicians and physicians easily can interpret and explore their datasets. The Qlucore Omics Explorer software is a Do-It-Yourself bioinformatics software for research in the life science, plant- and biotech industries, as well as academia. The powerful and flexible visualization-based analysis tool with built-in powerful statistics delivers results instantly. The Qlucore Diagnostics software is a platform for multi-omics companion and precision diagnostics. AI-powered, disease-specific machine learning-based classifier models are combined with patient-friendly visualizations in a an easy to use and cost-effective software solution that integrates with a wide range of data-generating techniques and instruments. Qlucore was founded in 2007 by leading researchers at the Departments of Mathematics and Clinical Genetics at Lund University, Sweden. Today Qlucore has customers in about 35 countries around the world, with sales offices in Europe and North America, and distribution in several countries in Asia. Many of the leading pharmaceutical companies use Qlucore in their research, as well as hospitals and universities around the world. Download a trial version today at www.qlucore.com."
0b88082c-bb3b-3d29-3cbd-846b7d009c54,"Based in San Diego, ROSALIND enables the world’s life science researchers to derive more value from their data and complete projects faster. We believe the potential of biomedical and multi-omic data is maximized when it is accessible, interactive, and shareable. Extracting meaningful insights from pools of data takes a truly interoperable ecosystem that breaks down silos of complex information and sparks collaboration. The ROSALIND platform harnesses the power of scientific collaboration, cloud computing, and data science to enable integrated analyses that unify knowledge through an intuitive user interface that is built for any researcher.  For more information, please visit www.rosalind.bio."
